,std_california_r2,std_california_mae,std_california_mse,norm_california_r2,norm_california_mae,norm_california_mse,none_california_r2,none_california_mae,none_california_mse
0,0.6070504371973027,0.5290088605806664,0.5166041405857866,0.5770965588241951,0.5241435650066031,0.5559839975928299,0.5971429737359627,0.5352476763196587,0.5296293151408237
1,0.6033792512842737,0.5327111642071569,0.5366159816116132,0.6061705174796388,0.5322126266940264,0.5328394821364463,0.601550789161043,0.5362588391493085,0.5390898360437733
2,0.61096610551554,0.5227768597025292,0.5063705959124641,0.4397899528706978,0.6108049063896009,0.7291752709026381,0.5910064719662459,0.5289794623195643,0.532350264208318
3,0.5976167118052406,0.5385431877613397,0.5454874527439886,0.5781215353214071,0.5271288178931174,0.571915921502397,0.5913048824900671,0.537077929401779,0.5540440300082569
4,0.6212458911066547,0.5280262415436809,0.5016430705084648,0.5946136757958526,0.5453399054054645,0.536916262136639,0.6221318111480791,0.5258541695643602,0.5004697085848051
5,0.6015803349462746,0.5392261399153145,0.5422953700719014,0.5509697404031781,0.5447871721120281,0.6111822587088027,0.6015843556015092,0.5404061577501021,0.5422898974938395
6,0.6086604134004083,0.533448647519399,0.5208512591532555,0.586549876495583,0.5511218408346467,0.5502791560023825,0.6096600332982851,0.5300113190529523,0.5195208205768573
7,0.6094889082260777,0.5239938878304684,0.5119020999744145,0.5976062397219222,0.5083109559431288,0.5274785153150024,0.5907303699006209,0.5279430081528255,0.5364917604566091
